user_id,item_list
136,"Casablanca (1942)|userCF_rec;Close Shave, A (1995)|userCF_rec;Toy Story (1995)|manual_rec;Schindler's List (1993)|hotest_rec;GoldenEye (1995)|manual_rec;One Flew Over the Cuckoo's Nest (1975)|userCF_rec;Good Will Hunting (1997)|userCF_rec;Four Rooms (1995)|manual_rec;Third Man, The (1949)|userCF_rec;Shawshank Redemption, The (1994)|hotest_rec;Get Shorty (1995)|manual_rec;Copycat (1995)|manual_rec;Wallace & Gromit: The Best of Aardman Animation (1996)|userCF_rec;Rear Window (1954)|hotest_rec;To Kill a Mockingbird (1962)|userCF_rec;12 Angry Men (1957)|userCF_rec;Usual Suspects, The (1995)|hotest_rec;Star Wars (1977)|hotest_rec;Wrong Trousers, The (1993)|userCF_rec;Silence of the Lambs, The (1991)|hotest_rec;Godfather, The (1972)|hotest_rec"
137,"L.A. Confidential (1997)|userCF_rec;Silence of the Lambs, The (1991)|userCF_rec;Rear Window (1954)|userCF_rec;Boot, Das (1981)|userCF_rec;Toy Story (1995)|manual_rec;GoldenEye (1995)|manual_rec;Schindler's List (1993)|hotest_rec;Casablanca (1942)|hotest_rec;Four Rooms (1995)|manual_rec;To Kill a Mockingbird (1962)|userCF_rec;North by Northwest (1959)|userCF_rec;Vertigo (1958)|userCF_rec;Close Shave, A (1995)|userCF_rec;12 Angry Men (1957)|userCF_rec;Get Shorty (1995)|manual_rec;Shawshank Redemption, The (1994)|hotest_rec;Copycat (1995)|manual_rec;Usual Suspects, The (1995)|hotest_rec;Star Wars (1977)|hotest_rec;One Flew Over the Cuckoo's Nest (1975)|hotest_rec;Godfather, The (1972)|hotest_rec"
138,"Toy Story (1995)|manual_rec;GoldenEye (1995)|manual_rec;Schindler's List (1993)|hotest_rec;Casablanca (1942)|hotest_rec;Shawshank Redemption, The (1994)|hotest_rec;Wrong Trousers, The (1993)|userCF_rec;Four Rooms (1995)|manual_rec;Get Shorty (1995)|manual_rec;Rear Window (1954)|hotest_rec;Citizen Kane (1941)|userCF_rec;Star Wars (1977)|userCF_rec;Usual Suspects, The (1995)|hotest_rec;North by Northwest (1959)|userCF_rec;To Kill a Mockingbird (1962)|hotest_rec;Copycat (1995)|manual_rec;One Flew Over the Cuckoo's Nest (1975)|hotest_rec;Silence of the Lambs, The (1991)|hotest_rec;Close Shave, A (1995)|userCF_rec;Raiders of the Lost Ark (1981)|userCF_rec;Godfather, The (1972)|hotest_rec;L.A. Confidential (1997)|userCF_rec;12 Angry Men (1957)|userCF_rec"
139,"Wrong Trousers, The (1993)|userCF_rec;Schindler's List (1993)|userCF_rec;Silence of the Lambs, The (1991)|userCF_rec;Toy Story (1995)|manual_rec;GoldenEye (1995)|manual_rec;Four Rooms (1995)|manual_rec;Get Shorty (1995)|manual_rec;One Flew Over the Cuckoo's Nest (1975)|userCF_rec;Copycat (1995)|manual_rec;Casablanca (1942)|hotest_rec;Shawshank Redemption, The (1994)|hotest_rec;Rear Window (1954)|hotest_rec;Usual Suspects, The (1995)|hotest_rec;Star Wars (1977)|hotest_rec;To Kill a Mockingbird (1962)|hotest_rec;Close Shave, A (1995)|userCF_rec;Godfather, The (1972)|hotest_rec;Wallace & Gromit: The Best of Aardman Animation (1996)|userCF_rec;Vertigo (1958)|userCF_rec;Titanic (1997)|userCF_rec"
140,"Toy Story (1995)|manual_rec;Schindler's List (1993)|hotest_rec;Casablanca (1942)|hotest_rec;Shawshank Redemption, The (1994)|hotest_rec;Rear Window (1954)|hotest_rec;Usual Suspects, The (1995)|hotest_rec;GoldenEye (1995)|manual_rec;Star Wars (1977)|hotest_rec;To Kill a Mockingbird (1962)|hotest_rec;Four Rooms (1995)|manual_rec;Get Shorty (1995)|manual_rec;Copycat (1995)|manual_rec;One Flew Over the Cuckoo's Nest (1975)|hotest_rec;Silence of the Lambs, The (1991)|hotest_rec;Godfather, The (1972)|hotest_rec;Close Shave, A (1995)|userCF_rec;Bridge on the River Kwai, The (1957)|userCF_rec;Raise the Red Lantern (1991)|userCF_rec;It's a Wonderful Life (1946)|userCF_rec;Sense and Sensibility (1995)|userCF_rec"
141,"Toy Story (1995)|manual_rec;Schindler's List (1993)|userCF_rec;North by Northwest (1959)|userCF_rec;Third Man, The (1949)|userCF_rec;Shawshank Redemption, The (1994)|userCF_rec;GoldenEye (1995)|manual_rec;Braveheart (1995)|userCF_rec;12 Angry Men (1957)|userCF_rec;Four Rooms (1995)|manual_rec;Get Shorty (1995)|manual_rec;Copycat (1995)|manual_rec;Casablanca (1942)|hotest_rec;Speed (1994)|userCF_rec;Jurassic Park (1993)|userCF_rec;Rear Window (1954)|hotest_rec;Usual Suspects, The (1995)|hotest_rec;Star Wars (1977)|hotest_rec;To Kill a Mockingbird (1962)|hotest_rec;As Good As It Gets (1997)|userCF_rec;One Flew Over the Cuckoo's Nest (1975)|hotest_rec;Silence of the Lambs, The (1991)|hotest_rec;Godfather, The (1972)|hotest_rec;Rebecca (1940)|userCF_rec"
142,"Toy Story (1995)|manual_rec;Schindler's List (1993)|hotest_rec;Casablanca (1942)|hotest_rec;Shawshank Redemption, The (1994)|hotest_rec;Fargo (1996)|userCF_rec;Rear Window (1954)|hotest_rec;GoldenEye (1995)|manual_rec;Henry V (1989)|userCF_rec;Four Rooms (1995)|manual_rec;Get Shorty (1995)|manual_rec;Copycat (1995)|manual_rec;Usual Suspects, The (1995)|hotest_rec;Star Wars (1977)|hotest_rec;Amadeus (1984)|userCF_rec;Godfather, The (1972)|userCF_rec;To Kill a Mockingbird (1962)|hotest_rec;One Flew Over the Cuckoo's Nest (1975)|hotest_rec;Silence of the Lambs, The (1991)|hotest_rec;Mr. Smith Goes to Washington (1939)|userCF_rec;Sling Blade (1996)|userCF_rec;Maltese Falcon, The (1941)|userCF_rec"
143,"Schindler's List (1993)|hotest_rec;Toy Story (1995)|manual_rec;GoldenEye (1995)|manual_rec;Four Rooms (1995)|manual_rec;Get Shorty (1995)|manual_rec;Raiders of the Lost Ark (1981)|userCF_rec;Copycat (1995)|manual_rec;Casablanca (1942)|hotest_rec;Shawshank Redemption, The (1994)|hotest_rec;Rear Window (1954)|hotest_rec;Usual Suspects, The (1995)|hotest_rec;Some Folks Call It a Sling Blade (1993)|userCF_rec;Star Wars (1977)|hotest_rec;To Kill a Mockingbird (1962)|hotest_rec;One Flew Over the Cuckoo's Nest (1975)|hotest_rec;Silence of the Lambs, The (1991)|hotest_rec;Godfather, The (1972)|hotest_rec;Braveheart (1995)|userCF_rec;Close Shave, A (1995)|userCF_rec;Wrong Trousers, The (1993)|userCF_rec;Empire Strikes Back, The (1980)|userCF_rec;Godfather: Part II, The (1974)|userCF_rec"
144,"Schindler's List (1993)|hotest_rec;Toy Story (1995)|manual_rec;Close Shave, A (1995)|userCF_rec;GoldenEye (1995)|manual_rec;Lawrence of Arabia (1962)|userCF_rec;Wrong Trousers, The (1993)|userCF_rec;Four Rooms (1995)|manual_rec;Get Shorty (1995)|manual_rec;Copycat (1995)|manual_rec;Some Like It Hot (1959)|userCF_rec;Boot, Das (1981)|userCF_rec;Casablanca (1942)|hotest_rec;Shawshank Redemption, The (1994)|hotest_rec;Rear Window (1954)|hotest_rec;Mr. Smith Goes to Washington (1939)|userCF_rec;Usual Suspects, The (1995)|hotest_rec;Star Wars (1977)|hotest_rec;To Kill a Mockingbird (1962)|hotest_rec;Bridge on the River Kwai, The (1957)|userCF_rec;One Flew Over the Cuckoo's Nest (1975)|hotest_rec;Vertigo (1958)|userCF_rec;Silence of the Lambs, The (1991)|hotest_rec;Godfather, The (1972)|hotest_rec;Blues Brothers, The (1980)|userCF_rec;African Queen, The (1951)|userCF_rec"
145,"Godfather, The (1972)|userCF_rec;Toy Story (1995)|manual_rec;GoldenEye (1995)|manual_rec;Wrong Trousers, The (1993)|userCF_rec;Four Rooms (1995)|manual_rec;Get Shorty (1995)|manual_rec;Copycat (1995)|manual_rec;Schindler's List (1993)|hotest_rec;Casablanca (1942)|hotest_rec;Shawshank Redemption, The (1994)|hotest_rec;Rear Window (1954)|hotest_rec;Usual Suspects, The (1995)|hotest_rec;Star Wars (1977)|hotest_rec;To Kill a Mockingbird (1962)|hotest_rec;One Flew Over the Cuckoo's Nest (1975)|hotest_rec;Monty Python and the Holy Grail (1974)|userCF_rec;Lawrence of Arabia (1962)|userCF_rec;Wallace & Gromit: The Best of Aardman Animation (1996)|userCF_rec;Close Shave, A (1995)|userCF_rec;Silence of the Lambs, The (1991)|hotest_rec;Sunset Blvd. (1950)|userCF_rec;Third Man, The (1949)|userCF_rec;Once Were Warriors (1994)|userCF_rec"
146,"One Flew Over the Cuckoo's Nest (1975)|userCF_rec;Toy Story (1995)|manual_rec;Schindler's List (1993)|hotest_rec;12 Angry Men (1957)|userCF_rec;Casablanca (1942)|hotest_rec;GoldenEye (1995)|manual_rec;Four Rooms (1995)|manual_rec;Shawshank Redemption, The (1994)|hotest_rec;Get Shorty (1995)|manual_rec;Copycat (1995)|manual_rec;Rear Window (1954)|hotest_rec;Wrong Trousers, The (1993)|userCF_rec;Usual Suspects, The (1995)|hotest_rec;Star Wars (1977)|hotest_rec;To Kill a Mockingbird (1962)|hotest_rec;Silence of the Lambs, The (1991)|hotest_rec;Godfather, The (1972)|hotest_rec;Leaving Las Vegas (1995)|userCF_rec;Third Man, The (1949)|userCF_rec;Mr. Smith Goes to Washington (1939)|userCF_rec"
147,"Schindler's List (1993)|hotest_rec;Casablanca (1942)|hotest_rec;Toy Story (1995)|manual_rec;Wallace & Gromit: The Best of Aardman Animation (1996)|userCF_rec;GoldenEye (1995)|manual_rec;Four Rooms (1995)|manual_rec;Third Man, The (1949)|userCF_rec;Get Shorty (1995)|manual_rec;12 Angry Men (1957)|userCF_rec;Copycat (1995)|manual_rec;Shawshank Redemption, The (1994)|hotest_rec;Rear Window (1954)|hotest_rec;One Flew Over the Cuckoo's Nest (1975)|userCF_rec;Arsenic and Old Lace (1944)|userCF_rec;Raise the Red Lantern (1991)|userCF_rec;To Kill a Mockingbird (1962)|userCF_rec;Usual Suspects, The (1995)|hotest_rec;Star Wars (1977)|hotest_rec;Wizard of Oz, The (1939)|userCF_rec;Sting, The (1973)|userCF_rec;Silence of the Lambs, The (1991)|hotest_rec;Godfather, The (1972)|hotest_rec"
148,"Toy Story (1995)|manual_rec;GoldenEye (1995)|manual_rec;Four Rooms (1995)|manual_rec;Get Shorty (1995)|manual_rec;Copycat (1995)|manual_rec;Schindler's List (1993)|hotest_rec;Usual Suspects, The (1995)|userCF_rec;Casablanca (1942)|hotest_rec;Shawshank Redemption, The (1994)|hotest_rec;Rear Window (1954)|hotest_rec;Manchurian Candidate, The (1962)|userCF_rec;Star Wars (1977)|hotest_rec;Good Will Hunting (1997)|userCF_rec;To Kill a Mockingbird (1962)|hotest_rec;One Flew Over the Cuckoo's Nest (1975)|hotest_rec;Silence of the Lambs, The (1991)|hotest_rec;Third Man, The (1949)|userCF_rec;Godfather, The (1972)|hotest_rec;12 Angry Men (1957)|userCF_rec;Some Folks Call It a Sling Blade (1993)|userCF_rec;Cinema Paradiso (1988)|userCF_rec;Great Escape, The (1963)|userCF_rec;Eat Drink Man Woman (1994)|userCF_rec"
149,"Schindler's List (1993)|hotest_rec;Shawshank Redemption, The (1994)|userCF_rec;Casablanca (1942)|hotest_rec;Toy Story (1995)|manual_rec;Rear Window (1954)|hotest_rec;GoldenEye (1995)|manual_rec;Four Rooms (1995)|manual_rec;Usual Suspects, The (1995)|hotest_rec;Get Shorty (1995)|manual_rec;Copycat (1995)|manual_rec;Star Wars (1977)|hotest_rec;One Flew Over the Cuckoo's Nest (1975)|userCF_rec;To Kill a Mockingbird (1962)|hotest_rec;Patton (1970)|userCF_rec;Wallace & Gromit: The Best of Aardman Animation (1996)|userCF_rec;Close Shave, A (1995)|userCF_rec;Silence of the Lambs, The (1991)|hotest_rec;Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1963)|userCF_rec;Godfather, The (1972)|hotest_rec"
150,"Schindler's List (1993)|hotest_rec;Casablanca (1942)|userCF_rec;Toy Story (1995)|manual_rec;Shawshank Redemption, The (1994)|userCF_rec;Wallace & Gromit: The Best of Aardman Animation (1996)|userCF_rec;GoldenEye (1995)|manual_rec;Four Rooms (1995)|manual_rec;Get Shorty (1995)|manual_rec;Copycat (1995)|manual_rec;Rear Window (1954)|hotest_rec;Usual Suspects, The (1995)|hotest_rec;Star Wars (1977)|hotest_rec;Killing Fields, The (1984)|userCF_rec;To Kill a Mockingbird (1962)|hotest_rec;One Flew Over the Cuckoo's Nest (1975)|hotest_rec;Silence of the Lambs, The (1991)|hotest_rec;Godfather, The (1972)|hotest_rec;Bridge on the River Kwai, The (1957)|userCF_rec;Citizen Kane (1941)|userCF_rec;It's a Wonderful Life (1946)|userCF_rec;Manchurian Candidate, The (1962)|userCF_rec;Godfather: Part II, The (1974)|userCF_rec"
151,"Toy Story (1995)|manual_rec;Schindler's List (1993)|hotest_rec;Casablanca (1942)|hotest_rec;Shawshank Redemption, The (1994)|hotest_rec;Rear Window (1954)|hotest_rec;Secrets & Lies (1996)|userCF_rec;GoldenEye (1995)|manual_rec;Usual Suspects, The (1995)|hotest_rec;Ran (1985)|userCF_rec;Four Rooms (1995)|manual_rec;Star Wars (1977)|hotest_rec;Vertigo (1958)|userCF_rec;Raise the Red Lantern (1991)|userCF_rec;To Kill a Mockingbird (1962)|hotest_rec;Hoop Dreams (1994)|userCF_rec;Good Will Hunting (1997)|userCF_rec;One Flew Over the Cuckoo's Nest (1975)|hotest_rec;Get Shorty (1995)|manual_rec;Copycat (1995)|manual_rec;Silence of the Lambs, The (1991)|hotest_rec;Godfather, The (1972)|hotest_rec;Full Monty, The (1997)|userCF_rec;Shall We Dance? (1996)|userCF_rec;Raging Bull (1980)|userCF_rec;Thin Man, The (1934)|userCF_rec"
152,"Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1963)|userCF_rec;Rear Window (1954)|userCF_rec;To Kill a Mockingbird (1962)|userCF_rec;Toy Story (1995)|manual_rec;Schindler's List (1993)|hotest_rec;Casablanca (1942)|hotest_rec;Shawshank Redemption, The (1994)|hotest_rec;North by Northwest (1959)|userCF_rec;GoldenEye (1995)|manual_rec;Four Rooms (1995)|manual_rec;Get Shorty (1995)|manual_rec;Usual Suspects, The (1995)|hotest_rec;African Queen, The (1951)|userCF_rec;Copycat (1995)|manual_rec;Star Wars (1977)|hotest_rec;Raiders of the Lost Ark (1981)|userCF_rec;Quiet Man, The (1952)|userCF_rec;One Flew Over the Cuckoo's Nest (1975)|hotest_rec;Fugitive, The (1993)|userCF_rec;Silence of the Lambs, The (1991)|hotest_rec;Godfather, The (1972)|hotest_rec;When Harry Met Sally... (1989)|userCF_rec;Close Shave, A (1995)|userCF_rec"
153,"Annie Hall (1977)|userCF_rec;Schindler's List (1993)|hotest_rec;Casablanca (1942)|hotest_rec;Shawshank Redemption, The (1994)|hotest_rec;Toy Story (1995)|manual_rec;GoldenEye (1995)|manual_rec;Four Rooms (1995)|manual_rec;Get Shorty (1995)|manual_rec;Copycat (1995)|manual_rec;Rear Window (1954)|hotest_rec;Usual Suspects, The (1995)|hotest_rec;Star Wars (1977)|hotest_rec;Citizen Kane (1941)|userCF_rec;To Kill a Mockingbird (1962)|hotest_rec;One Flew Over the Cuckoo's Nest (1975)|hotest_rec;Silence of the Lambs, The (1991)|hotest_rec;Godfather, The (1972)|hotest_rec;Sunset Blvd. (1950)|userCF_rec;Wings of Desire (1987)|userCF_rec;Persuasion (1995)|userCF_rec;Taxi Driver (1976)|userCF_rec;Graduate, The (1967)|userCF_rec;Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1963)|userCF_rec"
154,"Toy Story (1995)|manual_rec;Schindler's List (1993)|hotest_rec;GoldenEye (1995)|manual_rec;Four Rooms (1995)|manual_rec;Get Shorty (1995)|manual_rec;Casablanca (1942)|hotest_rec;Copycat (1995)|manual_rec;Close Shave, A (1995)|userCF_rec;Pulp Fiction (1994)|userCF_rec;Shawshank Redemption, The (1994)|hotest_rec;Rear Window (1954)|hotest_rec;Wrong Trousers, The (1993)|userCF_rec;Titanic (1997)|userCF_rec;Usual Suspects, The (1995)|userCF_rec;Clockwork Orange, A (1971)|userCF_rec;Star Wars (1977)|hotest_rec;To Kill a Mockingbird (1962)|hotest_rec;One Flew Over the Cuckoo's Nest (1975)|hotest_rec;Silence of the Lambs, The (1991)|hotest_rec;Godfather, The (1972)|hotest_rec;Monty Python and the Holy Grail (1974)|userCF_rec"
155,"Toy Story (1995)|manual_rec;GoldenEye (1995)|manual_rec;Close Shave, A (1995)|userCF_rec;Casablanca (1942)|userCF_rec;Four Rooms (1995)|manual_rec;Schindler's List (1993)|hotest_rec;Get Shorty (1995)|manual_rec;Copycat (1995)|manual_rec;Shawshank Redemption, The (1994)|hotest_rec;Rear Window (1954)|hotest_rec;Godfather, The (1972)|userCF_rec;Usual Suspects, The (1995)|hotest_rec;Star Wars (1977)|hotest_rec;To Kill a Mockingbird (1962)|hotest_rec;One Flew Over the Cuckoo's Nest (1975)|hotest_rec;Silence of the Lambs, The (1991)|hotest_rec;Pulp Fiction (1994)|userCF_rec;Secrets & Lies (1996)|userCF_rec;Some Folks Call It a Sling Blade (1993)|userCF_rec;Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1963)|userCF_rec;Graduate, The (1967)|userCF_rec"
156,"Schindler's List (1993)|hotest_rec;Toy Story (1995)|manual_rec;Rear Window (1954)|userCF_rec;Casablanca (1942)|hotest_rec;GoldenEye (1995)|manual_rec;Four Rooms (1995)|manual_rec;Shall We Dance? (1996)|userCF_rec;Get Shorty (1995)|manual_rec;Close Shave, A (1995)|userCF_rec;Shawshank Redemption, The (1994)|hotest_rec;Copycat (1995)|manual_rec;Raise the Red Lantern (1991)|userCF_rec;Wrong Trousers, The (1993)|userCF_rec;Citizen Kane (1941)|userCF_rec;Usual Suspects, The (1995)|hotest_rec;Star Wars (1977)|hotest_rec;To Kill a Mockingbird (1962)|hotest_rec;One Flew Over the Cuckoo's Nest (1975)|hotest_rec;Silence of the Lambs, The (1991)|hotest_rec;Godfather, The (1972)|hotest_rec;As Good As It Gets (1997)|userCF_rec;Ran (1985)|userCF_rec;Sunset Blvd. (1950)|userCF_rec"
157,"Toy Story (1995)|manual_rec;GoldenEye (1995)|manual_rec;Good Will Hunting (1997)|userCF_rec;Casablanca (1942)|userCF_rec;Schindler's List (1993)|userCF_rec;Four Rooms (1995)|manual_rec;One Flew Over the Cuckoo's Nest (1975)|userCF_rec;Get Shorty (1995)|manual_rec;Copycat (1995)|manual_rec;Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1963)|userCF_rec;Wallace & Gromit: The Best of Aardman Animation (1996)|userCF_rec;African Queen, The (1951)|userCF_rec;Shawshank Redemption, The (1994)|hotest_rec;Rear Window (1954)|hotest_rec;Usual Suspects, The (1995)|hotest_rec;Star Wars (1977)|hotest_rec;To Kill a Mockingbird (1962)|hotest_rec;Blade Runner (1982)|userCF_rec;Wrong Trousers, The (1993)|userCF_rec;North by Northwest (1959)|userCF_rec;Silence of the Lambs, The (1991)|hotest_rec;Godfather, The (1972)|hotest_rec"
158,"Toy Story (1995)|manual_rec;Mr. Smith Goes to Washington (1939)|userCF_rec;Schindler's List (1993)|hotest_rec;GoldenEye (1995)|manual_rec;Four Rooms (1995)|manual_rec;Get Shorty (1995)|manual_rec;To Kill a Mockingbird (1962)|userCF_rec;Casablanca (1942)|hotest_rec;Psycho (1960)|userCF_rec;Copycat (1995)|manual_rec;Shawshank Redemption, The (1994)|hotest_rec;Rear Window (1954)|hotest_rec;Usual Suspects, The (1995)|hotest_rec;As Good As It Gets (1997)|userCF_rec;Star Wars (1977)|hotest_rec;One Flew Over the Cuckoo's Nest (1975)|hotest_rec;Silence of the Lambs, The (1991)|hotest_rec;Godfather, The (1972)|hotest_rec;Wizard of Oz, The (1939)|userCF_rec;Vertigo (1958)|userCF_rec;North by Northwest (1959)|userCF_rec"
159,"Toy Story (1995)|manual_rec;Titanic (1997)|userCF_rec;GoldenEye (1995)|manual_rec;Four Rooms (1995)|manual_rec;Get Shorty (1995)|manual_rec;Shall We Dance? (1996)|userCF_rec;Copycat (1995)|manual_rec;Schindler's List (1993)|hotest_rec;Secrets & Lies (1996)|userCF_rec;Casablanca (1942)|hotest_rec;Shawshank Redemption, The (1994)|hotest_rec;Rear Window (1954)|hotest_rec;Usual Suspects, The (1995)|hotest_rec;Star Wars (1977)|hotest_rec;To Kill a Mockingbird (1962)|hotest_rec;One Flew Over the Cuckoo's Nest (1975)|hotest_rec;Silence of the Lambs, The (1991)|hotest_rec;Godfather, The (1972)|hotest_rec;Thin Man, The (1934)|userCF_rec;Grand Day Out, A (1992)|userCF_rec;Air Force One (1997)|userCF_rec;12 Angry Men (1957)|userCF_rec;Close Shave, A (1995)|userCF_rec"
160,"Toy Story (1995)|manual_rec;Schindler's List (1993)|hotest_rec;GoldenEye (1995)|manual_rec;Apocalypse Now (1979)|userCF_rec;Casablanca (1942)|hotest_rec;Four Rooms (1995)|manual_rec;Citizen Kane (1941)|userCF_rec;Shining, The (1980)|userCF_rec;Get Shorty (1995)|manual_rec;Copycat (1995)|manual_rec;Shawshank Redemption, The (1994)|hotest_rec;Rear Window (1954)|hotest_rec;Usual Suspects, The (1995)|hotest_rec;Star Wars (1977)|hotest_rec;One Flew Over the Cuckoo's Nest (1975)|userCF_rec;To Kill a Mockingbird (1962)|hotest_rec;Silence of the Lambs, The (1991)|hotest_rec;Beautiful Thing (1996)|userCF_rec;Godfather, The (1972)|hotest_rec;North by Northwest (1959)|userCF_rec;Boot, Das (1981)|userCF_rec;Paradise Lost: The Child Murders at Robin Hood Hills (1996)|userCF_rec;Good Will Hunting (1997)|userCF_rec"
161,"Shall We Dance? (1996)|userCF_rec;Schindler's List (1993)|hotest_rec;Toy Story (1995)|manual_rec;Casablanca (1942)|hotest_rec;GoldenEye (1995)|manual_rec;Shawshank Redemption, The (1994)|hotest_rec;Four Rooms (1995)|manual_rec;Get Shorty (1995)|manual_rec;One Flew Over the Cuckoo's Nest (1975)|userCF_rec;Rear Window (1954)|hotest_rec;Close Shave, A (1995)|userCF_rec;Copycat (1995)|manual_rec;Usual Suspects, The (1995)|hotest_rec;To Kill a Mockingbird (1962)|userCF_rec;Star Wars (1977)|hotest_rec;Wrong Trousers, The (1993)|userCF_rec;Silence of the Lambs, The (1991)|hotest_rec;Godfather, The (1972)|hotest_rec;Manon of the Spring (Manon des sources) (1986)|userCF_rec;Manchurian Candidate, The (1962)|userCF_rec;Third Man, The (1949)|userCF_rec;Vertigo (1958)|userCF_rec;Wallace & Gromit: The Best of Aardman Animation (1996)|userCF_rec"
162,"Casablanca (1942)|userCF_rec;Toy Story (1995)|manual_rec;Schindler's List (1993)|userCF_rec;Close Shave, A (1995)|userCF_rec;GoldenEye (1995)|manual_rec;To Kill a Mockingbird (1962)|userCF_rec;Four Rooms (1995)|manual_rec;Bridge on the River Kwai, The (1957)|userCF_rec;Get Shorty (1995)|manual_rec;Wrong Trousers, The (1993)|userCF_rec;Copycat (1995)|manual_rec;Godfather, The (1972)|userCF_rec;Shawshank Redemption, The (1994)|hotest_rec;North by Northwest (1959)|userCF_rec;Rear Window (1954)|hotest_rec;Maltese Falcon, The (1941)|userCF_rec;Empire Strikes Back, The (1980)|userCF_rec;Usual Suspects, The (1995)|hotest_rec;Star Wars (1977)|hotest_rec;One Flew Over the Cuckoo's Nest (1975)|hotest_rec;Silence of the Lambs, The (1991)|hotest_rec"
163,"Psycho (1960)|userCF_rec;Toy Story (1995)|manual_rec;GoldenEye (1995)|manual_rec;Godfather, The (1972)|userCF_rec;Four Rooms (1995)|manual_rec;Get Shorty (1995)|manual_rec;Copycat (1995)|manual_rec;Schindler's List (1993)|hotest_rec;Casablanca (1942)|hotest_rec;Shawshank Redemption, The (1994)|hotest_rec;North by Northwest (1959)|userCF_rec;Rear Window (1954)|hotest_rec;Usual Suspects, The (1995)|hotest_rec;Star Wars (1977)|hotest_rec;To Kill a Mockingbird (1962)|hotest_rec;One Flew Over the Cuckoo's Nest (1975)|hotest_rec;Silence of the Lambs, The (1991)|hotest_rec;Wallace & Gromit: The Best of Aardman Animation (1996)|userCF_rec;Secrets & Lies (1996)|userCF_rec;Close Shave, A (1995)|userCF_rec;Wizard of Oz, The (1939)|userCF_rec"
164,"Toy Story (1995)|manual_rec;GoldenEye (1995)|manual_rec;Schindler's List (1993)|hotest_rec;Casablanca (1942)|hotest_rec;Four Rooms (1995)|manual_rec;Get Shorty (1995)|manual_rec;Copycat (1995)|manual_rec;Shawshank Redemption, The (1994)|hotest_rec;Rear Window (1954)|hotest_rec;Usual Suspects, The (1995)|hotest_rec;Star Wars (1977)|hotest_rec;To Kill a Mockingbird (1962)|hotest_rec;One Flew Over the Cuckoo's Nest (1975)|hotest_rec;Silence of the Lambs, The (1991)|hotest_rec;North by Northwest (1959)|userCF_rec;Godfather, The (1972)|hotest_rec;Raiders of the Lost Ark (1981)|userCF_rec;Vertigo (1958)|userCF_rec;Hoop Dreams (1994)|userCF_rec;Close Shave, A (1995)|userCF_rec;Wrong Trousers, The (1993)|userCF_rec"
165,"Close Shave, A (1995)|userCF_rec;Schindler's List (1993)|hotest_rec;One Flew Over the Cuckoo's Nest (1975)|userCF_rec;Titanic (1997)|userCF_rec;Usual Suspects, The (1995)|userCF_rec;Toy Story (1995)|manual_rec;Boot, Das (1981)|userCF_rec;Pulp Fiction (1994)|userCF_rec;GoldenEye (1995)|manual_rec;Casablanca (1942)|hotest_rec;Four Rooms (1995)|manual_rec;Shawshank Redemption, The (1994)|hotest_rec;Get Shorty (1995)|manual_rec;Copycat (1995)|manual_rec;Vertigo (1958)|userCF_rec;Raging Bull (1980)|userCF_rec;Rear Window (1954)|hotest_rec;Star Wars (1977)|hotest_rec;To Kill a Mockingbird (1962)|hotest_rec;Silence of the Lambs, The (1991)|hotest_rec;Godfather, The (1972)|hotest_rec;Wallace & Gromit: The Best of Aardman Animation (1996)|userCF_rec;North by Northwest (1959)|userCF_rec"
166,"Toy Story (1995)|manual_rec;GoldenEye (1995)|manual_rec;Schindler's List (1993)|hotest_rec;Princess Bride, The (1987)|userCF_rec;Four Rooms (1995)|manual_rec;To Kill a Mockingbird (1962)|userCF_rec;Get Shorty (1995)|manual_rec;Usual Suspects, The (1995)|userCF_rec;Copycat (1995)|manual_rec;Casablanca (1942)|hotest_rec;Shawshank Redemption, The (1994)|hotest_rec;Rear Window (1954)|userCF_rec;One Flew Over the Cuckoo's Nest (1975)|userCF_rec;Shall We Dance? (1996)|userCF_rec;Three Colors: Red (1994)|userCF_rec;12 Angry Men (1957)|userCF_rec;Star Wars (1977)|hotest_rec;Silence of the Lambs, The (1991)|hotest_rec;Pather Panchali (1955)|userCF_rec;Godfather, The (1972)|hotest_rec"
